id,title,release_year,revenue,budget,Nombre,Cargo
32119,The Boys of St. Vincent,1992,0.0,0.0,John N. Smith,Director
11104,Chungking Express,1994,0.0,0.0,Wong Kar-wai,Director
37975,The Star Maker,1995,0.0,0.0,Giuseppe Tornatore,Director
2074,Flirting with Disaster,1996,14702438.0,7000000.0,David O. Russell,Director
27793,The Neverending Story III: Escape from Fantasia,1994,0.0,17000000.0,Peter MacDonald,Director
44284,The Silences of the Palace,1994,0.0,0.0,Moufida Tlatli,Director
290157,Jupiter's Wife,1995,0.0,0.0,Michel Negroponte,Director
110972,Pie in the Sky,1996,0.0,0.0,Bryan Gordon,Director
73067,Frankie Starlight,1995,0.0,0.0,Michael Lindsay-Hogg,Director
11863,Jade,1995,9851610.0,50000000.0,William Friedkin,Director
55475,Nueba Yol,1995,0.0,0.0,Ángel Muñiz,Director
124636,Sonic Outlaws,1995,0.0,0.0,Craig Baldwin,Director
123360,From the Journals of Jean Seberg,1995,0.0,0.0,Mark Rappaport,Director
124639,Target,1995,0.0,0.0,Sandip Ray,Director
11000,The Birdcage,1996,185260553.0,31000000.0,Mike Nichols,Director
30765,The Amazing Panda Adventure,1995,0.0,0.0,Christopher Cain,Director
10474,The Basketball Diaries,1995,0.0,0.0,Scott Kalvert,Director
30157,Amateur,1994,0.0,0.0,Hal Hartley,Director
11780,Rob Roy,1995,31596911.0,28000000.0,Michael Caton-Jones,Director
414,Batman Forever,1995,336529144.0,100000000.0,Joel Schumacher,Director
1873,Beyond Rangoon,1995,0.0,0.0,John Boorman,Director
5894,Blue in the Face,1995,1275000.0,2000000.0,Paul Auster,Director
1775,Canadian Bacon,1995,178104.0,11000000.0,Michael Moore,Director
8839,Casper,1995,287928194.0,50000000.0,Brad Silberling,Director
20649,Clockers,1995,13071518.0,25000000.0,Spike Lee,Director
8963,Crimson Tide,1995,157387195.0,53000000.0,Tony Scott,Director
8068,Desperado,1995,25405445.0,7000000.0,Robert Rodriguez,Director
13552,The Doom Generation,1995,0.0,0.0,Gregg Araki,Director
259209,Feast of July,1995,0.0,0.0,Christopher Menaul,Director
6520,First Knight,1995,127600435.0,55000000.0,Jerry Zucker,Director
9482,Judge Dredd,1995,113493481.0,90000000.0,Danny Cannon,Director
8973,Lord of Illusions,1995,0.0,0.0,Clive Barker,Director
15730,Love & Human Remains,1993,0.0,0.0,Denys Arcand,Director
68274,Moonlight and Valentino,1995,0.0,0.0,David Anspaugh,Director
48787,Mute Witness,1995,1.0,2.0,Anthony Waller,Director
36196,Party Girl,1995,472370.0,150000.0,Daisy von Scherler Mayer,Director
32646,Safe,1995,0.0,0.0,Todd Haynes,Director
10533,The Scarlet Letter,1995,10382407.0,50000000.0,Roland Joffé,Director
139408,The Stars Fell on Henrietta,1995,0.0,0.0,James Keach,Director
5967,The Umbrellas of Cherbourg,1964,0.0,0.0,Jacques Demy,Director
79593,The Tie That Binds,1995,5780000.0,14000000.0,Wesley Strick,Director
47939,Three Wishes,1995,7025496.0,0.0,Martha Coolidge,Director
36834,Total Eclipse,1995,339889.0,0.0,Agnieszka Holland,Director
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,47774193.0,0.0,Beeban Kidron,Director
3512,Under Siege 2: Dark Territory,1995,104324083.0,60000000.0,Geoff Murphy,Director
77350,Unzipped,1995,0.0,0.0,Douglas Keeve,Director
9560,A Walk in the Clouds,1995,50012507.0,20000000.0,Alfonso Aráu,Director
31611,White Man's Burden,1995,0.0,8000000.0,Desmond Nakano,Director
65796,Wild Bill,1995,0.0,30000000.0,Walter Hill,Director
49805,The Browning Version,1994,0.0,0.0,Mike Figgis,Director
26258,Bushwhacked,1995,0.0,0.0,Greg Beeman,Director
50797,Burnt by the Sun,1994,2616503.0,2800000.0,Nikita Mikhalkov,Director
76,Before Sunrise,1995,5535405.0,2500000.0,Richard Linklater,Director
11017,Billy Madison,1995,26488734.0,10000000.0,Tamra Davis,Director
9382,Boys on the Side,1995,23450000.0,21000000.0,Herbert Ross,Director
18256,Castle Freak,1995,0.0,0.0,Stuart Gordon,Director
22625,Circle of Friends,1995,0.0,0.0,Pat O'Connor,Director
1909,Don Juan DeMarco,1994,22200000.0,25000000.0,Jeremy Leven,Director
8984,Disclosure,1994,214015089.0,55000000.0,Barry Levinson,Director
61813,Dream Man,1995,0.0,0.0,René Bonnière,Director
10531,Death and the Maiden,1994,0.0,0.0,Roman Polanski,Director
20156,Exotica,1994,0.0,0.0,Atom Egoyan,Director
18395,Exit to Eden,1994,6841570.0,0.0,Garry Marshall,Director
522,Ed Wood,1994,5887457.0,18000000.0,Tim Burton,Director
397,French Kiss,1995,0.0,0.0,Lawrence Kasdan,Director
10525,Forget Paris,1995,0.0,0.0,Billy Crystal,Director
27985,Far from Home: The Adventures of Yellow Dog,1995,0.0,0.0,Phillip Borsos,Director
27303,Hideaway,1995,12201255.0,15000000.0,Brett Leonard,Director
21183,Fluke,1995,0.0,0.0,Carlo Carlei,Director
47867,Gordy,1995,3992809.0,0.0,Mark Lewis,Director
43475,Gumby: The Movie,1995,0.0,0.0,Art Clokey,Director
14275,Hoop Dreams,1994,7830611.0,700000.0,Steve James,Director
17207,Houseguest,1995,26325256.0,10500000.0,Randall Miller,Director
14819,Heavyweights,1995,17689177.0,0.0,Steven Brill,Director
32631,The Hunted,1995,0.0,0.0,J. F. Lawton,Director
87729,Jefferson in Paris,1995,2474000.0,14000000.0,James Ivory,Director
18713,The Jerky Boys,1995,0.0,0.0,James Melkonian,Director
6280,Junior,1994,37000000.0,60000000.0,Ivan Reitman,Director
9061,Just Cause,1995,0.0,0.0,Arne Glimcher,Director
37108,A Kid in King Arthur's Court,1995,0.0,0.0,Michael Gottlieb,Director
6071,Kiss of Death,1995,0.0,40000000.0,Barbet Schroeder,Director
11,Star Wars,1977,775398007.0,11000000.0,George Lucas,Director
9587,Little Women,1994,0.0,18000000.0,Gillian Armstrong,Director
49980,Ladybird Ladybird,1994,0.0,0.0,Ken Loach,Director
11008,Major Payne,1995,0.0,0.0,Nick Castle,Director
32325,Mi Vida Loca,1994,0.0,0.0,Allison Anders,Director
43742,Love Affair,1994,0.0,60000000.0,Glenn Gordon Caron,Director
40490,Man of the House,1995,0.0,0.0,James Orr,Director
8986,Milk Money,1994,18137661.0,0.0,Richard Benjamin,Director
10510,Miracle on 34th Street,1994,46264384.0,0.0,Les Mayfield,Director
17402,Miami Rhapsody,1995,5.0,6.0,David Frankel,Director
38722,My Family,1995,0.0,5500000.0,Gregory Nava,Director
8438,Murder in the First,1995,17381942.0,0.0,Marc Rocco,Director
39310,New Jersey Drive,1995,0.0,0.0,Nick Gomez,Director
109560,New York Cop,1993,0.0,0.0,Tōru Murakawa,Director
56428,Beyond Bedlam,1994,0.0,4800000.0,Vadim Jean,Director
63105,Nemesis 2 - Nebula,1995,0.0,0.0,Albert Pyun,Director
131957,Nina Takes a Lover,1995,0.0,0.0,Alan Jacobs,Director
9058,Only You,1994,0.0,0.0,Norman Jewison,Director
18220,Poison Ivy II: Lily,1996,0.0,0.0,Anne Goursaud,Director
6950,Outbreak,1995,189859560.0,50000000.0,Wolfgang Petersen,Director
101,Leon: The Professional,1994,45284974.0,16000000.0,Luc Besson,Director
63020,The Perez Family,1995,2832826.0,11000000.0,Mira Nair,Director
2307,A Pyromaniac's Love Story,1995,0.0,0.0,Joshua Brand,Director
680,Pulp Fiction,1994,213928762.0,8000000.0,Quentin Tarantino,Director
41478,Panther,1995,6834525.0,0.0,Mario Van Peebles,Director
25296,Pushing Hands,1992,152322.0,400000.0,Ang Lee,Director
40156,Priest,1994,4176932.0,0.0,Antonia Bird,Director
11450,Quiz Show,1994,0.0,0.0,Robert Redford,Director
161495,Roommates,1995,12400000.0,22000000.0,Peter Yates,Director
3586,Prêt-à-Porter,1994,11300653.0,15000000.0,Robert Altman,Director
159185,"Red Firecracker, Green Firecracker",1994,0.0,0.0,He Ping,Director
28033,Stuart Saves His Family,1995,0.0,0.0,Harold Ramis,Director
14334,The Secret of Roan Inish,1994,0.0,0.0,John Sayles,Director
2636,The Specialist,1994,170362582.0,45000000.0,Luis Llosa,Director
278,The Shawshank Redemption,1994,28341469.0,25000000.0,Frank Darabont,Director
9905,Shallow Grave,1994,0.0,0.0,Danny Boyle,Director
87078,Suture,1993,102780.0,0.0,Scott McGehee,Director
12527,Strawberry and Chocolate,1993,0.0,0.0,Tomás Gutiérrez Alea,Director
20306,Swimming with Sharks,1994,0.0,0.0,George Huang,Director
27993,Senior Trip,1995,0.0,0.0,Kelly Makin,Director
9067,Tank Girl,1995,4064495.0,25000000.0,Rachel Talalay,Director
9059,Tales from the Crypt: Demon Knight,1995,0.0,0.0,Ernest R. Dickerson,Director
193,Star Trek: Generations,1994,120000000.0,38000000.0,David Carson,Director
25066,Tales from the Hood,1995,12000000.0,6000000.0,Rusty Cundieff,Director
12122,Village of the Damned,1995,0.0,0.0,John Carpenter,Director
11381,Tommy Boy,1995,32648673.0,0.0,Peter Segal,Director
32636,Vanya on 42nd Street,1994,0.0,0.0,Louis Malle,Director
95963,The Walking Dead,1995,0.0,0.0,Preston A. Whitmore II,Director
1587,What's Eating Gilbert Grape,1993,10032765.0,11000000.0,Lasse Hallström,Director
9271,Virtuosity,1995,24048000.0,30000000.0,Brett Leonard,Director
19855,The War,1994,0.0,0.0,Jon Avnet,Director
60855,Double Happiness,1994,759393.0,0.0,Mina Shum,Director
236,Muriel's Wedding,1994,15119639.0,3000000.0,P.J. Hogan,Director
48287,The Baby-Sitters Club,1995,0.0,0.0,Melanie Mayron,Director
3049,Ace Ventura: Pet Detective,1994,107217396.0,15000000.0,Tom Shadyac,Director
10497,Bitter Moon,1992,1862805.0,5000000.0,Roman Polanski,Director
11382,Bullets Over Broadway,1994,0.0,0.0,Woody Allen,Director
10731,The Client,1994,117615211.0,45000000.0,Joel Schumacher,Director
10464,"Corrina, Corrina",1994,0.0,0.0,Jessie Nelson,Director
34152,Crooklyn,1994,0.0,0.0,Spike Lee,Director
29973,Cobb,1994,1007583.0,0.0,Ron Shelton,Director
13,Forrest Gump,1994,677945399.0,55000000.0,Robert Zemeckis,Director
712,Four Weddings and a Funeral,1994,254700832.0,6000000.0,Mike Newell,Director
16295,Higher Learning,1995,38290723.0,0.0,John Singleton,Director
48992,I Like It Like That,1994,1777020.0,0.0,Darnell Martin,Director
10714,The Jungle Book,1994,0.0,0.0,Stephen Sommers,Director
1689,Little Buddha,1993,4858139.0,35000000.0,Bernardo Bertolucci,Director
23333,Mrs. Parker and the Vicious Circle,1994,0.0,0.0,Alan Rudolph,Director
36593,The Naked Gun 33⅓: The Final Insult,1994,51132598.0,30000000.0,Peter Segal,Director
2788,Reality Bites,1994,20079850.0,11500000.0,Ben Stiller,Director
11011,Ri¢hie Ri¢h,1994,0.0,40000000.0,Donald Petrie,Director
8987,The River Wild,1994,0.0,45000000.0,Curtis Hanson,Director
1637,Speed,1994,350448145.0,30000000.0,Jan de Bont,Director
8831,Timecop,1994,101646581.0,27000000.0,Peter Hyams,Director
12160,Wyatt Earp,1994,25052000.0,63000000.0,Lawrence Kasdan,Director
40480,Bad Company,1995,0.0,0.0,Damian Harris,Director
52038,A Man of No Importance,1994,953.0,0.0,Suri Krishnamma,Director
26352,A Low Down Dirty Shame,1994,29392418.0,10000000.0,Keenen Ivory Wayans,Director
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",1994,0.0,0.0,Robert Lee King,Director
315,"Faster, Pussycat! Kill! Kill!",1965,0.0,45000.0,Russ Meyer,Director
22067,Jason's Lyric,1994,20851521.0,7000000.0,Doug McHenry,Director
18242,The Secret Adventures of Tom Thumb,1993,0.0,0.0,Dave Borthwick,Director
11667,Street Fighter,1994,99423521.0,35000000.0,Steven E. de Souza,Director
32502,Coldblooded,1995,0.0,0.0,Wallace Wolodarsky,Director
267188,Desert Winds,1997,0.0,0.0,Michael A. Nickles,Director
28732,Fall Time,1995,0.0,0.0,Paul Warner,Director
75555,The Fear,1995,0.0,0.0,Vincent Robert,Director
42981,Frank and Ollie,1995,0.0,0.0,Theodore Thomas,Director
278939,Girl in the Cadillac,1995,0.0,0.0,Lucas Platt,Director
226229,Mirage,1995,0.0,0.0,Paul Williams,Director
203119,Open Season,1996,0.0,0.0,Robert Wuhl,Director
172923,Dos Crímenes,1995,0.0,0.0,Roberto Sneider,Director
316098,Brother Minister: The Assassination of Malcolm X,1995,0.0,0.0,Jack Baxter,Director
8011,Highlander: The Final Dimension,1994,36800000.0,26000000.0,Andrew Morahan,Director
171857,Federal Hill,1995,0.0,0.0,Michael Corrente,Director
19092,Above the Rim,1994,0.0,0.0,Jeff Pollack,Director
2758,Addams Family Values,1993,48919043.0,0.0,Barry Sonnenfeld,Director
38129,Martin Lawrence: You So Crazy,1994,0.0,0.0,Thomas Schlamme,Director
10436,The Age of Innocence,1993,32255440.0,34000000.0,Martin Scorsese,Director
46094,The Air Up There,1994,21011500.0,17080000.0,Paul Michael Glaser,Director
16771,Barcelona,1994,0.0,3200000.0,Whit Stillman,Director
46924,Being Human,1994,0.0,40000000.0,Bill Forsyth,Director
11041,The Beverly Hillbillies,1993,0.0,0.0,Penelope Spheeris,Director
14522,Black Beauty,1994,0.0,0.0,Caroline Thompson,Director
178,Blown Away,1994,30156002.0,0.0,Stephen Hopkins,Director
19819,Blue Chips,1994,0.0,0.0,William Friedkin,Director
57834,Blue Sky,1994,0.0,0.0,Tony Richardson,Director
4722,Body Snatchers,1993,428868.0,13000000.0,Abel Ferrara,Director
18215,Boxing Helena,1993,1796389.0,0.0,Jennifer Chambers Lynch,Director
1607,A Bronx Tale,1993,17287898.0,22000000.0,Robert De Niro,Director
26391,Cabin Boy,1994,3662459.0,0.0,Adam Resnick,Director
117553,Calendar Girl,1993,2570145.0,13000000.0,John Whitesell,Director
26261,Cops & Robbersons,1994,0.0,0.0,Michael Ritchie,Director
19176,The Cowboy Way,1994,0.0,0.0,Gregg Champion,Director
49299,Dangerous Game,1993,0.0,0.0,Abel Ferrara,Director
11566,Dave,1993,63000000.0,0.0,Ivan Reitman,Director
24257,The Endless Summer 2,1994,0.0,0.0,Bruce Brown,Director
34444,Even Cowgirls Get the Blues,1994,0.0,8000000.0,Gus Van Sant,Director
50463,The Favor,1994,0.0,0.0,Donald Petrie,Director
20239,Fear of a Black Hat,1994,0.0,0.0,Rusty Cundieff,Director
18551,Flesh and Bone,1993,9488998.0,0.0,Steve Kloves,Director
25440,Widows' Peak,1994,0.0,0.0,John Irvin,Director
37233,The Firm,1993,270248367.0,42000000.0,Sydney Pollack,Director
5503,The Fugitive,1993,368875760.0,44000000.0,Andrew Davis,Director
35588,Geronimo: An American Legend,1993,18635620.0,35000000.0,Walter Hill,Director
2087,The Getaway,1994,30.0,0.0,Roger Donaldson,Director
18620,Go Fish,1994,0.0,0.0,Rose Troche,Director
41006,A Good Man in Africa,1994,0.0,0.0,Bruce Beresford,Director
4916,Guilty as Sin,1993,22886222.0,0.0,Sidney Lumet,Director
2019,Hard Target,1993,74189677.0,18000000.0,John Woo,Director
31642,Heaven & Earth,1993,0.0,33000000.0,Oliver Stone,Director
26271,Live Nude Girls,1995,0.0,0.0,Julianna Lavin,Director
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,0.0,0.0,Christopher Monger,Director
2259,The House of the Spirits,1993,0.0,25000000.0,Bille August,Director
106143,I'll Do Anything,1994,0.0,40000000.0,James L. Brooks,Director
12475,In the Army Now,1994,28881266.0,0.0,Daniel Petrie,Director
59930,The Inkwell,1994,8880705.0,0.0,Matty Rich,Director
15765,What's Love Got to Do with It,1993,0.0,0.0,Brian Gibson,Director
31643,Jimmy Hollywood,1994,0.0,30000000.0,Barry Levinson,Director
6,Judgment Night,1993,12136938.0,0.0,Stephen Hopkins,Director
329,Jurassic Park,1993,920100000.0,63000000.0,Steven Spielberg,Director
34024,King of the Hill,1993,0.0,0.0,Steven Soderbergh,Director
29918,Lassie,1994,0.0,0.0,Daniel Petrie,Director
42580,Life With Mikey,1993,0.0,0.0,James Lapine,Director
22317,Lightning Jack,1994,0.0,0.0,Simon Wincer,Director
1413,M. Butterfly,1993,1499795.0,0.0,David Cronenberg,Director
2246,Malice,1993,46405336.0,0.0,Harold Becker,Director
10440,Manhattan Murder Mystery,1993,11285588.0,13500000.0,Woody Allen,Director
9516,Menace II Society,1993,27900000.0,3500000.0,Albert Hughes,Director
83718,What Happened Was...,1994,0.0,0.0,Tom Noonan,Director
2625,Mr. Jones,1993,0.0,0.0,Mike Figgis,Director
31911,Mr. Wonderful,1993,0.0,0.0,Anthony Minghella,Director
788,Mrs. Doubtfire,1993,441286195.0,25000000.0,Chris Columbus,Director
11231,The Next Karate Kid,1994,15826984.0,12000000.0,Christopher Cain,Director
41588,The New Age,1994,0.0,0.0,Michael Tolkin,Director
10447,No Escape,1994,15340000.0,20000000.0,Martin Campbell,Director
31586,North,1994,0.0,40000000.0,Rob Reiner,Director
9559,A Perfect World,1993,135130999.0,30000000.0,Clint Eastwood,Director
713,The Piano,1993,116700000.0,7000000.0,Jane Campion,Director
8291,Poetic Justice,1993,27515786.0,14000000.0,John Singleton,Director
18133,The Program,1993,23042200.0,0.0,David S. Ward,Director
25557,The Puppet Masters,1994,8638072.0,0.0,Stuart Orme,Director
1245,The Remains of the Day,1993,23237911.0,11500000.0,James Ivory,Director
5550,RoboCop 3,1993,10696210.0,22000000.0,Fred Dekker,Director
2088,Romeo Is Bleeding,1993,3275585.0,11500000.0,Peter Medak,Director
10412,Romper Stomper,1992,0.0,0.0,Geoffrey Wright,Director
47889,Ruby in Paradise,1993,1001437.0,800000.0,Victor Nunez,Director
56583,The Saint of Fort Washington,1993,0.0,0.0,Tim Hunter,Director
424,Schindler's List,1993,321365567.0,22000000.0,Steven Spielberg,Director
35233,The Scout,1994,0.0,0.0,Michael Ritchie,Director
103413,Second Best,1994,0.0,0.0,Chris Menges,Director
11236,The Secret Garden,1993,0.0,0.0,Agnieszka Holland,Director
11592,Serial Mom,1994,7820688.0,13000000.0,John Waters,Director
10445,Shadowlands,1993,0.0,22000000.0,Richard Attenborough,Director
43535,A Simple Twist of Fate,1994,0.0,0.0,Gillies MacKinnon,Director
23210,Six Degrees of Separation,1993,0.0,0.0,Fred Schepisi,Director
858,Sleepless in Seattle,1993,227799884.0,21000000.0,Nora Ephron,Director
867,Sliver,1993,116300000.0,40000000.0,Phillip Noyce,Director
10442,So I Married an Axe Murderer,1993,11585483.0,20000000.0,Thomas Schlamme,Director
9607,Super Mario Bros.,1993,20915465.0,48000000.0,Annabel Jankel,Director
17585,Surviving the Game,1994,7690013.0,7400000.0,Ernest R. Dickerson,Director
20967,Thirty Two Short Films About Glenn Gould,1993,0.0,0.0,François Girard,Director
41590,Trial by Jury,1994,0.0,0.0,Heywood Gould,Director
319,True Romance,1993,12281551.0,12500000.0,Tony Scott,Director
26408,The War Room,1993,0.0,0.0,D.A. Pennebaker,Director
161158,"Paris, France",1994,0.0,0.0,Jerry Ciccoritti,Director
218473,"The Beans of Egypt, Maine",1994,0.0,0.0,Jennifer Warren,Director
85247,Killer,1994,0.0,0.0,Mark Malone,Director
11446,Welcome to the Dollhouse,1995,0.0,0.0,Todd Solondz,Director
51980,Germinal,1993,0.0,0.0,Claude Berri,Director
24405,Chasers,1994,1596687.0,0.0,Dennis Hopper,Director
8223,Kika,1993,0.0,0.0,Pedro Almodóvar,Director
14587,Bhaji on the Beach,1994,0.0,0.0,Gurinder Chadha,Director
41653,The Slingshot,1993,0.0,0.0,Åke Sandgren,Director
53185,Wide Eyed and Legless,1993,0.0,0.0,Richard Loncraine,Director
95743,Foreign Student,1994,0.0,0.0,Eva Sereny,Director
10897,The Little Rascals,1994,67308282.0,0.0,Penelope Spheeris,Director
349394,À la mode,1993,0.0,0.0,Rémy Duchemin,Director
68806,The Escort,1993,0.0,0.0,Ricky Tognazzi,Director
37345,Princess Caraboo,1994,3021629.0,0.0,Michael Austin,Director
32562,The Celluloid Closet,1996,0.0,0.0,Rob Epstein,Director
47507,Café au Lait,1993,0.0,0.0,Mathieu Kassovitz,Director
25403,Dear Diary,1993,0.0,0.0,Nanni Moretti,Director
581,Dances with Wolves,1990,424208848.0,22000000.0,Kevin Costner,Director
80350,Tough and Deadly,1995,0.0,0.0,Steve Cohen,Director
408,Snow White and the Seven Dwarfs,1937,184925486.0,1488423.0,David Hand,Director
10020,Beauty and the Beast,1991,377350553.0,25000000.0,Gary Trousdale,Director
10895,Pinocchio,1940,84300000.0,2600000.0,Hamilton Luske,Director
41043,Window to Paris,1993,0.0,0.0,Yuri Mamin,Director
15477,Love and a .45,1994,0.0,0.0,C.M. Talkington,Director
59146,The Wooden Man's Bride,1994,0.0,0.0,Huang Jianxin,Director
124472,A Great Day in Harlem,1994,0.0,0.0,Jean Bach,Director
30528,Bye Bye Love,1995,0.0,0.0,Sam Weisman,Director
25059,Homeward Bound II: Lost in San Francisco,1996,32709423.0,0.0,David R. Ellis,Director
23570,The Pallbearer,1996,0.0,8000000.0,Matt Reeves,Director
47333,Jane Eyre,1996,0.0,0.0,Franco Zeffirelli,Director
54850,Loaded,1996,0.0,500000.0,Anna Campion,Director
51242,Bread and Chocolate,1974,0.0,0.0,Franco Brusati,Director
10112,The Aristocats,1970,55675257.0,4000000.0,Wolfgang Reitherman,Director
4307,The Flower of My Secret,1995,0.0,0.0,Pedro Almodóvar,Director
46029,Two Much,1996,0.0,0.0,Fernando Trueba,Director
32308,Ed,1996,0.0,0.0,Bill Couturié,Director
88893,Scream of Stone,1991,0.0,0.0,Werner Herzog,Director
340210,Condition Red,1995,0.0,0.0,Mika Kaurismäki,Director
44281,Halfaouine: Boy of the Terraces,1990,0.0,0.0,Férid Boughedir,Director
166901,Rude,1995,0.0,0.0,Clément Virgo,Director
