id,companies,revenue
2636,"Jerry Weintraub Productions,Warner Bros.,Iguana Producciones",170362582.0
2164,"Centropolis Entertainment,StudioCanal,Carolco Entertainment",196567262.0
11395,"Walt Disney Pictures,Hollywood Pictures",189833357.0
278,"Castle Rock Entertainment,Warner Bros.",28341469.0
9905,"Channel Four Films,Figment Films,The Glasgow Film Fund,PolyGram Filmed Entertainment",0.0
87078,Kino Korsakoff,102780.0
12527,"Miramax Films,Tabasco films,Instituto Mexicano de Cinematografía (IMCINE),TeleMadrid",0.0
20306,"Cineville,Trimark Pictures",0.0
36614,Samuel Goldwyn Company,0.0
27993,"New Line Cinema,1992 Number Four Limited Partnership,MHA",0.0
31439,"Shanghai Film Studios,Era International Ltd",0.0
9067,Trilogy Entertainment Group,4064495.0
9059,"Universal Pictures,Tales From The Crypt Holdings",0.0
193,Paramount Pictures,120000000.0
25066,"40 Acres & A Mule Filmworks,Savoy Pictures",12000000.0
12122,Universal Pictures,0.0
11381,Paramount Pictures,32648673.0
32636,Sony Pictures Classics,0.0
36141,Populist Pictures,0.0
95963,"Savoy Pictures,Price Entertainment,Jackson/McHenry Company,The",0.0
1587,Paramount Pictures,10032765.0
9271,Paramount Pictures,24048000.0
2064,"Caravan Pictures,Hollywood Pictures",182057016.0
19855,Universal Pictures,0.0
60855,"Fine Line Features,Téléfilm Canada,First Generation Films,National Film Board of Canada (NFB),British Columbia Film Commission",759393.0
236,"Ciby 2000,Film Victoria,House & Moorhouse Films",15119639.0
48287,"Columbia Pictures Corporation,Beacon Pictures",0.0
3049,"Warner Bros.,Morgan Creek Productions",107217396.0
2759,PolyGram Filmed Entertainment,11220670.0
12635,Gramercy Pictures,0.0
10497,"Fine Line Features,R.P. Productions,Columbia Pictures Corporation,Les Films Alain Sarde,Canal+,Timothy Burrill Productions",1862805.0
11382,Miramax Films,0.0
9331,"Paramount Pictures,Mace Neufeld Productions",215887717.0
10731,"Regency Enterprises,Alcor Films,Warner Bros.",117615211.0
10464,New Line Cinema,0.0
34152,"Universal Pictures,40 Acres & A Mule Filmworks",0.0
9495,"Miramax Films,Crowvision Inc.,Entertainment Media Investment Corporation,Jeff Most Productions,Edward R. Pressman Film",94000000.0
29973,"Regency Enterprises,Alcor Films,Warner Bros.,Aleor Films",1007583.0
888,"Universal Pictures,Amblin Entertainment,Hanna-Barbera Productions",341631208.0
13,Paramount Pictures,677945399.0
712,"Channel Four Films,PolyGram Filmed Entertainment,Working Title Films",254700832.0
16295,"Columbia Pictures Corporation,New Deal Productions",38290723.0
48992,"Columbia Pictures Corporation,Think Again Productions,Riot of Color",1777020.0
10879,"Caravan Pictures,Touchstone Pictures",61947267.0
10660,TriStar Pictures,0.0
41647,"Channel Four Films,Arte,Zweites Deutsches Fernsehen (ZDF),Nomad Films,Omega Film GmbH,Without Walls",449707.0
8587,"Walt Disney Pictures,Walt Disney Feature Animation",788241776.0
1689,Miramax Films,4858139.0
11596,New Line Cinema,18090181.0
854,"New Line Cinema,Dark Horse Entertainment",351583407.0
9359,"Icon Entertainment International,Warner Bros.",0.0
23333,"Fine Line Features,Miramax Films",0.0
36593,Paramount Pictures,51132598.0
12280,"Imagine Entertainment,Universal Pictures",0.0
2788,"Universal Pictures,Jersey Films",20079850.0
10427,"Propaganda Films,PolyGram Filmed Entertainment",2000000.0
11011,"Davis Entertainment,Silver Pictures,Warner Bros.",0.0
49803,New Line Cinema,0.0
8987,"Universal Pictures,David Foster Productions,Turman-Foster Company",0.0
1637,Twentieth Century Fox Film Corporation,350448145.0
15128,Metro-Goldwyn-Mayer (MGM),0.0
8831,"Universal Pictures,Renaissance Pictures,Dark Horse Entertainment,Largo Entertainment,Signature Pictures,JVC Entertainment Networks",101646581.0
36955,"Twentieth Century Fox Film Corporation,Lightstorm Entertainment",378882411.0
10449,Touchstone Pictures,50021959.0
10395,Columbia Pictures,0.0
12160,"Tig Productions,Warner Bros.,Kasdan Pictures,Paragon Entertainment Corp.",25052000.0
40480,"Touchstone Pictures,Tool Shed Productions",0.0
52038,"BBC Films,Majestic Films International,Little Bird",953.0
29444,"Gramercy Pictures,PolyGram Filmed Entertainment",0.0
26352,"Caravan Pictures,Hollywood Pictures",29392418.0
39953,"Strand Releasing,Strand Home Video",0.0
315,Eve Productions Inc.,0.0
18242,"Bolex Brothers,Lumen Films,Tara",0.0
11667,"Universal Pictures,Capcom",99423521.0
32502,"Propaganda Films,Motion Picture Corporation of America (MPCA),Polygram Filmed Entertainment,Snowback Productions",0.0
28732,"Live Entertainment,Capitol Films,Bates Entertainmant",0.0
75555,"A-Pix Entertainment,Devin Entertainment",0.0
42981,"Walt Disney Pictures,Theodore Thomas Productions",0.0
278939,Overseas FilmGroup,0.0
291731,"Skyline Entertainment Partners,Arrow",0.0
203119,"Home Box Office (HBO),Frozen Rope Productions Inc.",0.0
8011,"Trans-Film,Initial Groupe,Lumière Pictures,Fallingcloud",36800000.0
2654,New Line Cinema,8946600.0
18069,New Line Cinema,0.0
19092,New Line Cinema,0.0
2758,"Paramount Pictures,Orion Pictures,Scott Rudin Productions",48919043.0
38129,HBO Independent Productions,0.0
10436,Columbia Pictures,32255440.0
13595,"Twentieth Century Fox Film Corporation,Island World,Robert Simonds Productions",0.0
46094,"Hollywood Pictures,PolyGram Filmed Entertainment,Interscope Communications,Nomura Babcock & Brown,NBB Unit One Film Partners,Longview Entertainment",21011500.0
9409,Touchstone Pictures,0.0
11853,"Twentieth Century Fox Film Corporation,Ruddy Morgan Organization, The",15240435.0
16771,"Fine Line Features,Castle Rock Entertainment,Barcelona Films",0.0
46924,"Warner Bros.,Enigma Productions,BSB,NatWest Ventures,Fujisankei",0.0
11041,Twentieth Century Fox Film Corporation,0.0
306,"Paramount Pictures,Eddie Murphy Productions",119208989.0
14522,Warner Bros.,0.0
26203,New Line Cinema,16668552.0
178,"Trilogy Entertainment Group,Metro-Goldwyn-Mayer (MGM)",30156002.0
19819,Paramount Pictures,0.0
57834,"Orion Pictures Corporation,Heathrow Productions",0.0
4722,"Warner Bros.,Dorset Productions,Robert H. Solo Productions",428868.0
18215,Mainline Pictures,1796389.0
1607,"HBO Films,Savoy Pictures",17287898.0
26391,Touchstone Pictures,3662459.0
117553,"Columbia Pictures,Parkway Productions",2570145.0
6075,"Universal Pictures,Epic Productions,Bregman/Baer Productions",36516012.0
11310,"Columbia Pictures,Castle Rock Entertainment",0.0
18658,Metro-Goldwyn-Mayer (MGM),7355425.0
9350,"TriStar Pictures,Canal+,Carolco Pictures,RCS Video,Cliffhanger Productions,Pioneer",255000211.0
9612,Paramount Pictures,0.0
2124,"Hollywood Pictures,Cinergi Pictures Entertainment",19726050.0
26261,TriStar Pictures,0.0
19176,"Imagine Entertainment,Universal Pictures",0.0
49299,"Metro-Goldwyn-Mayer (MGM),Maverick Picture Company,Cecchi Gori Europa N.V.,Eye Productions,Pentamerica",0.0
11566,"Donner/Shuler-Donner Productions,Warner Bros.,Northern Lights Entertainment",63000000.0
9571,"Gramercy Pictures,Alphaville Productions,The Criterion Collection",7993039.0
9739,"Silver Pictures,Warner Bros.",159055768.0
34444,Fine Line Features,0.0
26141,Metro-Goldwyn-Mayer (MGM),0.0
10997,"Beijing Film Studio,China Film Co-Production Corporation,Maverick Picture Company",0.0
50463,"Orion Pictures,Nelson Entertainment",0.0
10443,"Spring Creek Productions,Warner Bros.",0.0
16297,"Spring Creek Productions,Warner Bros.",0.0
18551,"Paramount Pictures,Spring Creek Productions,Mirage",9488998.0
25440,Fine Line Features,0.0
9024,"Universal Studios,Imagine Entertainment",11146270.0
37233,"Paramount Pictures,Mirage Enterprises,Davis Entertainment",270248367.0
1634,"Canal Plus,Regency Enterprises,Alcor Films,Warner Bros.,Donner/Shuler-Donner Productions",153698625.0
13815,Miramax Films,0.0
5503,Warner Bros.,368875760.0
35588,Columbia Pictures,18635620.0
2087,"Universal Pictures,Largo Entertainment",30.0
41579,Metro-Goldwyn-Mayer (MGM),0.0
18620,"Killer Films,The Samuel Goldwyn Company,Can I Watch,Islet,KPVI",0.0
41006,Gramercy Pictures,0.0
4916,Hollywood Pictures,22886222.0
2019,"Universal Pictures,Renaissance Pictures,Alphaville Films",74189677.0
31642,"Regency Enterprises,Warner Bros.",0.0
9255,"Twentieth Century Fox Film Corporation,Sidley Wright & Associates",133752825.0
26271,"Spelling Entertainment,IRS Media,Republic Pictures (II)",0.0
10612,"Miramax Films,Parallax Pictures",0.0
2259,"Det Danske Filminstitut,Spring Creek Productions,Eurimages,Costa do Castelo Filmes,Neue Constantin Film,House of Spirits Film",0.0
11934,"PolyGram Filmed Entertainment,Silver Pictures,Warner Bros.,Working Title Films,PolyGram Filmproduktion",0.0
106143,"Gracie Films,Columbia Pictures Corporation",0.0
12475,Hollywood Pictures,28881266.0
9386,"Castle Rock Entertainment,Columbia Pictures Corporation",176997168.0
7984,"Universal Pictures,Hell's Kitchen Films",65796862.0
59930,Touchstone Pictures,8880705.0
15765,Touchstone Pictures,0.0
31643,"Paramount Pictures,Baltimore Pictures",0.0
6,"Universal Pictures,Largo Entertainment,JVC Entertainment Networks",12136938.0
329,"Universal Pictures,Amblin Entertainment",920100000.0
10909,"Propaganda Films,Kouf/Bigelow Productions",2395231.0
507,Live Entertainment,418961.0
34024,Gramercy Pictures,0.0
29918,Paramount Pictures,0.0
9593,"Columbia Pictures Corporation,Oak Productions",137298489.0
42580,Touchstone Pictures,0.0
22317,Savoy Pictures,0.0
1413,"Geffen Pictures,Warner Bros.",1499795.0
12121,"Regency Enterprises,Warner Bros.",0.0
